ORDEREXTERNALID,TASK_INSTANCE_ID,TASK_NAME,Tasks,STATUS,CREATED_DTTM,PRODUCTSPEC,SWIFT STATUS,Task Status changed to,Read Swift status
552842139,AP-EXT-552842139-4415091-MON-1-0-1-DELETE-UNI-1-4,Deactivate Uni in ACT,Deactivate Uni in ACT,Assigned,4-Nov-22,E-Access,Cancelled,Cancelled,Cancelled
552585694,AP-EXT-552585694-4101091-MON-4-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,28-Sep-22,E-Access,Cancelled,Cancelled,Cancelled
552671612,AP-EXT-552671612-4223921-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,23-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552787212,AP-EXT-552787212-4353779-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,22-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552792316,AP-EXT-552792316-4355827-MON-1-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,14-Sep-22,E-Line,Cancelled,Cancelled,Closed
552792874,AP-EXT-552792874-4360918-MON-3-1-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,23-Sep-22,E-Line,Cancelled,Cancelled,Closed
552810995,AP-EXT-552810995-4379910-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,21-Oct-22,E-Line,Cancelled,Cancelled,Closed
552841791,AP-EXT-552841791-4416237-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,21-Sep-22,E-Line,Cancelled,Cancelled,Closed
552845167,AP-EXT-552845167-4420588-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,28-Sep-22,E-Line,Cancelled,Cancelled,Closed
552849494,AP-EXT-552849494-4425445-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,12-Sep-22,E-Line,Cancelled,Cancelled,Closed
552854589,AP-EXT-552854589-4432358-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,7-Nov-22,E-Line,Cancelled,Cancelled,Cancelled
552858802,AP-EXT-552858802-4437987-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,26-Sep-22,E-Line,Cancelled,Cancelled,Closed
552886549,AP-EXT-552886549-4464328-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,14-Oct-22,E-Line,Cancelled,Cancelled,Cancelled
552902379,AP-EXT-552902379-4478207-MON-2-0-1-DELETE-XVC-TL-1,Delete EVPL Service ASRI,Delete EVPL Service ASRI,Failed,20-Oct-22,E-Line,Cancelled,Cancelled,Cancelled
552903230,AP-EXT-552903230-4477458-MON-1-0-1-DELETE-OLINE-2-1,Delete OlinePath ASRI,Delete OlinePath ASRI,Failed,13-Oct-22,E-Access,Cancelled,Cancelled,Cancelled
552842139,AP-EXT-552842139-4415091-MON-1-0-1-DELETE-UNI-1,Delete UNI ASRI,Delete UNI ASRI,Failed,4-Nov-22,E-Access,Cancelled,Cancelled,Cancelled
552842139,AP-EXT-552842139-4415091-MON-1-0-1-DELETE-UNI-1-5,Delete Uni from ASRI,Delete Uni from ASRI,Create,4-Nov-22,E-Access,Cancelled,Cancelled,Closed
552842139,AP-EXT-552842139-4415091-MON-1-0-1,Delete UNI Service,Delete UNI Service,Failed,3-Oct-22,E-Access,Cancelled,Cancelled,Closed
552278173,AP-EXT-552278173-4520344-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,20-Oct-22,E-Line,Cancelled,Cancelled,Cancelled
552411380,AP-EXT-552411380-3886456-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,9-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552585694,AP-EXT-552585694-4101091-MON-4-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,28-Sep-22,E-Access,Cancelled,Cancelled,Cancelled
552671612,AP-EXT-552671612-4223921-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,23-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552749394,AP-EXT-552749394-4315190-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,8-Sep-22,E-Access,Cancelled,Cancelled,Cancelled
552787212,AP-EXT-552787212-4353779-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,22-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552792316,AP-EXT-552792316-4355827-MON-1-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,14-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552792874,AP-EXT-552792874-4360918-MON-3-1-1,Delete XVC Service SL,Delete XVC Service SL,Failed,23-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552794085,AP-EXT-552794085-4360783-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,3-Oct-22,E-Line,Cancelled,Cancelled,Cancelled
552810995,AP-EXT-552810995-4379910-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,21-Oct-22,E-Line,Cancelled,Cancelled,Cancelled
552841791,AP-EXT-552841791-4416237-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,21-Sep-22,E-Line,Cancelled,Cancelled,Closed
552842807,AP-EXT-552842807-4419914-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,16-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552845167,AP-EXT-552845167-4420588-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,28-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552849494,AP-EXT-552849494-4425445-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,12-Sep-22,E-Line,Cancelled,Cancelled,Cancelled
552854589,AP-EXT-552854589-4432358-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,7-Nov-22,E-Line,Cancelled,Cancelled,
552858802,AP-EXT-552858802-4437987-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,26-Sep-22,E-Line,Cancelled,Cancelled,
552886549,AP-EXT-552886549-4464328-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,14-Oct-22,E-Line,Cancelled,Cancelled,
552902379,AP-EXT-552902379-4478207-MON-2-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,20-Oct-22,E-Line,Cancelled,Cancelled,
552903230,AP-EXT-552903230-4477458-MON-1-0-1,Delete XVC Service SL,Delete XVC Service SL,Failed,13-Oct-22,E-Access,Cancelled,Cancelled,
552278173,AP-EXT-552278173-4520344-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,20-Oct-22,E-Line,Cancelled,Cancelled,
552411380,AP-EXT-552411380-3886456-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,9-Sep-22,E-Line,Cancelled,Cancelled,
552585694,AP-EXT-552585694-4101091-MON-4-0-0,Delete xVC SL,Delete xVC SL,In-Progress,28-Sep-22,E-Access,Cancelled,Cancelled,
552671612,AP-EXT-552671612-4223921-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,23-Sep-22,E-Line,Cancelled,Cancelled,
552749394,AP-EXT-552749394-4315190-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,8-Sep-22,E-Access,Cancelled,Cancelled,
552787212,AP-EXT-552787212-4353779-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,22-Sep-22,E-Line,Cancelled,Cancelled,
552792316,AP-EXT-552792316-4355827-MON-1-0-0,Delete xVC SL,Delete xVC SL,In-Progress,14-Sep-22,E-Line,Cancelled,Cancelled,
552792874,AP-EXT-552792874-4360918-MON-3-1-0,Delete xVC SL,Delete xVC SL,In-Progress,23-Sep-22,E-Line,Cancelled,Cancelled,
552794085,AP-EXT-552794085-4360783-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,3-Oct-22,E-Line,Cancelled,Cancelled,
552810995,AP-EXT-552810995-4379910-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,21-Oct-22,E-Line,Cancelled,Cancelled,
552841791,AP-EXT-552841791-4416237-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,21-Sep-22,E-Line,Cancelled,Cancelled,
552842807,AP-EXT-552842807-4419914-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,16-Sep-22,E-Line,Cancelled,Cancelled,
552845048,AP-EXT-552845048-4418337-MON-1-0-0,Delete xVC SL,Delete xVC SL,In-Progress,8-Sep-22,E-Access,Cancelled,Cancelled,
552845085,AP-EXT-552845085-4418503-MON-1-0-0,Delete xVC SL,Delete xVC SL,In-Progress,6-Sep-22,E-Line,Cancelled,Cancelled,
552845167,AP-EXT-552845167-4420588-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,28-Sep-22,E-Line,Cancelled,Cancelled,
552849493,AP-EXT-552849493-4424012-MON-1-0-0,Delete xVC SL,Delete xVC SL,In-Progress,26-Sep-22,E-Access,Cancelled,Cancelled,
552849494,AP-EXT-552849494-4425445-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,12-Sep-22,E-Line,Cancelled,Cancelled,
552854589,AP-EXT-552854589-4432358-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,7-Nov-22,E-Line,Cancelled,Cancelled,
552858802,AP-EXT-552858802-4437987-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,26-Sep-22,E-Line,Cancelled,Cancelled,
552886549,AP-EXT-552886549-4464328-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,14-Oct-22,E-Line,Cancelled,Cancelled,
552902379,AP-EXT-552902379-4478207-MON-2-0-0,Delete xVC SL,Delete xVC SL,In-Progress,20-Oct-22,E-Line,Cancelled,Cancelled,
552903230,AP-EXT-552903230-4477458-MON-1-0-0,Delete xVC SL,Delete xVC SL,In-Progress,13-Oct-22,E-Access,Cancelled,Cancelled,
552278173,AP-EXT-552278173-4520344-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,20-Oct-22,E-Line,Cancelled,Cancelled,
552411380,AP-EXT-552411380-3886456-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,9-Sep-22,E-Line,Cancelled,Cancelled,
552585694,AP-EXT-552585694-4101091-MON-4-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,28-Sep-22,E-Access,Cancelled,Cancelled,
552671612,AP-EXT-552671612-4223921-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,23-Sep-22,E-Line,Cancelled,Cancelled,
552749394,AP-EXT-552749394-4315190-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,8-Sep-22,E-Access,Cancelled,Cancelled,
552787212,AP-EXT-552787212-4353779-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,22-Sep-22,E-Line,Cancelled,Cancelled,
552792316,AP-EXT-552792316-4355827-MON-1-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,14-Sep-22,E-Line,Cancelled,Cancelled,
552792874,AP-EXT-552792874-4360918-MON-3-1-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,23-Sep-22,E-Line,Cancelled,Cancelled,
552794085,AP-EXT-552794085-4360783-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,3-Oct-22,E-Line,Cancelled,Cancelled,
552810995,AP-EXT-552810995-4379910-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,21-Oct-22,E-Line,Cancelled,Cancelled,
552841791,AP-EXT-552841791-4416237-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,21-Sep-22,E-Line,Cancelled,Cancelled,
552842807,AP-EXT-552842807-4419914-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,16-Sep-22,E-Line,Cancelled,Cancelled,
552845167,AP-EXT-552845167-4420588-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,28-Sep-22,E-Line,Cancelled,Cancelled,
552849493,AP-EXT-552849493-4424012-MON-1-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,26-Sep-22,E-Access,Cancelled,Cancelled,
552849494,AP-EXT-552849494-4425445-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,12-Sep-22,E-Line,Cancelled,Cancelled,
552854589,AP-EXT-552854589-4432358-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,7-Nov-22,E-Line,Cancelled,Cancelled,
552858802,AP-EXT-552858802-4437987-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,26-Sep-22,E-Line,Cancelled,Cancelled,
552886549,AP-EXT-552886549-4464328-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,14-Oct-22,E-Line,Cancelled,Cancelled,
552902379,AP-EXT-552902379-4478207-MON-2-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,20-Oct-22,E-Line,Cancelled,Cancelled,
552903230,AP-EXT-552903230-4477458-MON-1-0-0-1001,Delete_xVCService_ASRI_TL,Delete_xVCService_ASRI_TL,In-Progress,13-Oct-22,E-Access,Cancelled,Cancelled,
552411380,AP-EXT-552411380-3886456-MON-2-0-1-DELETE-XVC-TL-1,DELETE-XVC-TL-1,DELETE-XVC-TL-1,Failed,9-Sep-22,E-Line,Cancelled,Cancelled,
552749394,AP-EXT-552749394-4315190-MON-2-0-1-DELETE-XVC-TL-1,DELETE-XVC-TL-1,DELETE-XVC-TL-1,Failed,8-Sep-22,E-Access,Cancelled,Cancelled,
552794085,AP-EXT-552794085-4360783-MON-2-0-1-DELETE-XVC-TL-1,DELETE-XVC-TL-1,DELETE-XVC-TL-1,Failed,3-Oct-22,E-Line,Cancelled,Cancelled,
552842807,AP-EXT-552842807-4419914-MON-2-0-1-DELETE-XVC-TL-1,DELETE-XVC-TL-1,DELETE-XVC-TL-1,Failed,16-Sep-22,E-Line,Cancelled,Cancelled,
552278173,AP-EXT-552278173-4520344-MON-2-0-1-DELETE-XVC-TL-1-10,Emit notification message,Emit notification message,Create,20-Oct-22,E-Line,Cancelled,Cancelled,
552411380,AP-EXT-552411380-3886456-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,9-Sep-22,E-Line,Cancelled,Cancelled,
552585694,AP-EXT-552585694-4101091-MON-4-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,28-Sep-22,E-Access,Cancelled,Cancelled,
552671612,AP-EXT-552671612-4223921-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,23-Sep-22,E-Line,Cancelled,Cancelled,
552749394,AP-EXT-552749394-4315190-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,8-Sep-22,E-Access,Cancelled,Cancelled,
552787212,AP-EXT-552787212-4353779-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,22-Sep-22,E-Line,Cancelled,Cancelled,
552792316,AP-EXT-552792316-4355827-MON-1-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,14-Sep-22,E-Line,Cancelled,Cancelled,
552792874,AP-EXT-552792874-4360918-MON-3-1-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,23-Sep-22,E-Line,Cancelled,Cancelled,
552794085,AP-EXT-552794085-4360783-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,3-Oct-22,E-Line,Cancelled,Cancelled,
552810995,AP-EXT-552810995-4379910-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,21-Oct-22,E-Line,Cancelled,Cancelled,
552841791,AP-EXT-552841791-4416237-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,21-Sep-22,E-Line,Cancelled,Cancelled,
552842139,AP-EXT-552842139-4415091-MON-1-0-1-DELETE-UNI-1-6,Emit notification message,Emit notification message,Create,4-Nov-22,E-Access,Cancelled,Cancelled,
552842807,AP-EXT-552842807-4419914-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,16-Sep-22,E-Line,Cancelled,Cancelled,
552845048,AP-EXT-552845048-4418337-MON-1-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,8-Sep-22,E-Access,Cancelled,Cancelled,
552845167,AP-EXT-552845167-4420588-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,28-Sep-22,E-Line,Cancelled,Cancelled,
552849493,AP-EXT-552849493-4424012-MON-1-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,26-Sep-22,E-Access,Cancelled,Cancelled,
552849494,AP-EXT-552849494-4425445-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,12-Sep-22,E-Line,Cancelled,Cancelled,
552853983,AP-EXT-552853983-4433320-MON-2-0-DIA-343698486-1-DELETE-DIA-1-13,Emit notification message,Emit notification message,Create,28-Sep-22,INTERNET,Cancelled,Cancelled,
552854589,AP-EXT-552854589-4432358-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,7-Nov-22,E-Line,Cancelled,Cancelled,
552858802,AP-EXT-552858802-4437987-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,26-Sep-22,E-Line,Cancelled,Cancelled,
552886549,AP-EXT-552886549-4464328-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,14-Oct-22,E-Line,Cancelled,Cancelled,
552902379,AP-EXT-552902379-4478207-MON-2-0-1-DELETE-XVC-TL-1-11,Emit notification message,Emit notification message,Create,20-Oct-22,E-Line,Cancelled,Cancelled,
552903230,AP-EXT-552903230-4477458-MON-1-0-1-DELETE-OLINE-2-1-7,Emit notification message,Emit notification message,Create,13-Oct-22,E-Access,Cancelled,Cancelled,
